2,0.130494,-1.03043,1.7937,0.683862,-0.22405,0.0684868,-1.62526,-0.584758,0.143989,0.324854,0.363973,0.800948,0.26878,0.34241,0.401178,-1.44261,1.05659,0.138324,-0.858443,0.0986685,0.252705,1.52081,-0.799005,-2.10246,-1.36813,-0.67614,-0.290237,0.166009,-0.354751,-1.021,-0.854354,-0.614049,-0.317632,1.39235,-0.593904,0.884172,-0.309779,0.486599,-1.34953,0.339029,
2,-2.29808,1.74332,0.75807,-1.41428,-0.345447,-1.29771,0.15494,-0.304818,0.947106,-0.310767,-0.365197,0.185459,1.23515,2.76405,-0.0679939,-0.788079,0.724206,-0.191519,0.016722,0.505922,2.06941,-0.788406,-0.240788,0.597271,-0.931858,0.744464,-0.797134,0.791697,-1.25307,-1.1419,0.0527295,-1.35532,0.238221,-1.81328,2.53562,0.783964,1.17663,-0.189136,-1.84475,0.475099,
2,-1.63886,-0.741657,-0.406646,0.0929198,-0.714221,0.647235,1.11273,0.272109,-1.63215,-0.304228,-0.0139403,-1.40518,1.08371,0.82406,1.349,-0.671199,0.413501,-0.993026,-0.216572,0.357261,1.31589,-1.59305,1.7531,-0.175101,-1.01763,0.145067,-0.87835,0.0643241,0.101,0.768381,-0.012675,-0.763728,0.401542,-0.217795,-0.443541,1.47837,-2.46147,-0.719323,-1.11441,-0.163048,
2,-0.0195937,-0.276284,-1.52911,-0.00702072,0.0707675,-0.176426,0.756704,-0.405214,0.825045,0.969322,-0.284225,-0.160478,-0.230139,-1.31144,-0.180557,-0.271332,-1.96094,0.321681,0.938947,-1.63772,-0.291054,-0.467034,1.69732,-0.385795,-1.59236,0.366026,-0.809321,-0.509163,0.44561,-0.309278,0.227325,0.794251,-0.113191,0.714004,-0.410831,0.497005,1.25953,-1.45972,-0.425413,1.37369,
2,-0.17207,-0.82791,1.32779,1.59374,1.14356,-0.566468,2.33127,2.07484,1.22647,1.69025,3.14371,0.750145,-1.69071,-0.613494,1.74579,-0.325937,1.6449,-1.28563,0.016514,0.780063,-0.36258,-0.828111,-0.683125,-0.743338,-0.000620927,-1.79447,0.917482,1.8322,-2.9092,0.207415,1.84793,-1.11401,0.530453,-0.620366,-0.601381,0.936308,-0.102232,-1.43851,-0.539228,0.0711685,
2,-3.29619,0.954231,-0.47603,-1.12814,-0.123737,-0.851577,1.00392,0.879453,-0.463636,-0.94522,-0.692608,-0.127381,-1.37435,-2.41957,0.50363,1.91567,0.816986,-0.601852,0.130095,-0.045721,-0.54339,0.718855,-1.37297,-0.732792,-0.955403,0.9742,0.695444,2.82481,-1.46585,0.00300361,-0.785754,1.11726,-0.532869,0.181774,-1.11683,-0.709605,1.1388,-0.0256872,0.27448,1.40601,
2,0.24831,1.75426,-1.40093,-0.833527,0.882853,0.602376,0.90603,2.06667,-0.146058,-1.56881,1.34683,-0.0558162,0.261058,-1.37699,-0.517223,-0.477946,1.1016,0.873582,-1.61883,-0.438521,-1.94836,-0.85212,-0.69656,1.07455,0.194106,-0.722333,0.714088,1.33756,0.403691,0.695557,0.162572,-1.1211,-0.0160866,1.90352,-0.727696,0.0320608,-1.29864,-1.0885,-1.48271,2.76644,
2,-1.21854,-0.592299,-0.933491,0.737949,0.357757,0.699936,-0.685252,0.639314,1.51223,0.613961,0.435859,-0.748598,-0.795564,0.876315,0.0113196,-1.74637,1.70206,-0.0759006,-0.126533,1.10633,1.54996,-1.26304,-0.223654,-0.313906,-1.15545,1.46741,-1.17709,-1.20912,-0.149098,0.436777,-0.195284,0.264763,0.425002,-0.18594,-0.800595,1.23087,0.154165,1.25175,0.156638,0.72334,
2,1.5127,0.975446,0.648767,0.353176,-0.470701,0.756768,1.43091,0.704901,-0.890148,1.63479,0.0890233,0.913568,-1.03268,-0.137791,0.241108,-2.19098,-0.038905,0.0708834,1.03415,0.279326,-0.0668731,-0.914375,-0.461121,0.353158,0.765123,-1.61399,-0.866574,-2.32162,2.39331,-1.20372,0.204448,0.433394,-1.17128,-0.0216004,1.06268,-0.0759209,-0.939649,1.2359,-0.0311723,-0.188908,
1,-0.947927,-0.642666,-0.461206,0.925646,-0.891206,-1.04564,-0.623638,0.152997,-1.13217,-1.4762,0.0959345,-1.65117,-1.00144,0.522027,0.898462,0.303521,0.486089,-1.21479,-0.0288309,0.375669,-0.315562,-0.354462,0.00173491,1.62766,-0.602359,-0.015582,-0.729758,0.644124,-1.13207,-0.526356,-2.26723,-0.0237284,-0.672985,0.625196,-0.508087,-0.0703185,0.307624,-0.334701,0.130565,-0.166842,
2,1.20754,-0.0316226,1.30286,0.163771,1.0954,-0.705082,-0.567071,0.814399,-0.012547,0.280209,-0.486158,0.133144,1.7253,1.17145,-1.3314,2.06629,-0.184513,0.714375,-1.01113,0.541538,-0.284214,-0.474557,1.34096,0.355206,-0.936548,0.150174,0.811698,1.10111,0.561247,2.08948,1.06341,-1.44994,1.47507,1.05616,-1.19954,0.764515,-0.0136306,-0.0595517,1.67576,2.20894,
2,0.223416,0.286117,1.01907,0.281893,-0.998515,1.50424,-0.399904,-0.305892,-0.569143,1.28707,1.21366,1.20967,-0.255784,0.450517,-0.558103,0.867181,-1.74359,1.29227,-1.45349,-0.398387,1.14968,0.177352,0.296833,1.5305,-0.264799,0.677016,1.83974,0.0393919,2.39518,-0.0348251,-0.667321,0.809839,1.51187,0.698557,-0.190495,-1.01312,-1.44239,-0.613077,0.27031,-2.11366,
2,-1.1229,1.47283,-0.30858,-0.681845,-0.440555,-0.30661,0.957862,0.606126,-0.116916,1.03456,-0.207161,-1.01059,0.610616,0.357745,-1.29643,1.16252,0.611236,-1.10198,1.20755,-1.44672,0.879753,-0.637337,-0.70064,0.316444,1.64188,-0.302855,0.701665,0.765804,1.32396,0.343225,-0.0549861,-0.343549,0.326081,-0.010069,-0.673063,0.431665,-0.643902,-0.996774,0.0622922,-0.500774,
2,0.499267,0.113958,0.875259,0.874027,-0.715734,-0.126578,0.559182,1.1855,0.693164,0.822752,-0.443647,-0.204266,0.153615,1.65879,1.11064,1.28767,0.0235427,-1.22571,-1.09533,1.0341,-1.25999,-1.24011,0.86193,-1.4773,-0.237742,0.108659,-0.520575,1.44637,0.639693,-0.390494,0.688019,0.67794,-1.00973,0.0231264,-2.007,1.2862,1.0976,0.564572,-0.386052,-0.173863,
2,-1.45818,0.550125,0.663374,-2.02463,-0.721787,-0.578248,0.177419,-1.01499,-2.04776,0.035215,-0.0267352,0.61265,-0.881766,0.503415,0.577593,-1.54498,0.220183,0.184075,1.73664,0.32756,-1.36567,0.0218977,-0.362098,-0.701426,1.31007,-0.259356,0.0938607,0.588204,-0.170747,-1.54045,0.595609,-0.687605,0.372027,-0.68286,-0.260442,-0.921085,0.477508,1.13687,-0.362192,-0.165967,
2,0.303255,-1.25141,1.46547,-0.495164,1.99872,1.40536,-0.388534,-0.402768,0.339227,0.17944,0.356107,0.755855,-0.0840759,0.925128,-1.05085,-1.70706,-0.15372,0.145766,0.261425,-0.00790237,-0.0194621,-0.337685,-0.641301,0.120559,1.03025,-0.521834,-0.507584,1.37816,0.482142,-0.0327949,0.46054,-0.971343,1.58445,0.23471,-0.20204,0.398899,0.0329926,-2.28966,0.0449255,-1.92586,
2,0.548828,-1.11207,-0.459526,0.757409,0.30147,1.36588,1.57145,-0.911289,-1.07769,1.47318,0.588618,0.170877,1.12809,0.262475,-1.1084,0.241116,-1.20479,1.64873,-0.329672,-0.249779,-1.70866,-2.28604,-1.08191,-0.364676,-0.345116,-0.563243,1.09999,0.934859,-0.21748,-1.05207,2.36807,-1.40354,0.799385,0.237273,-0.0754888,0.881622,-0.258119,0.0346086,-0.386213,-0.813766,
